AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1252.0,-20068.0,11020.0,5804.0,630.0,-3701.0
1192.0,-15236.0,12000.0,17428.0,-2949.0,924.0
1640.0,-8320.0,13284.0,14814.0,-2886.0,4010.0
2072.0,-304.0,13924.0,-887.0,251.0,3533.0
1244.0,-6564.0,11556.0,-13783.0,5242.0,1559.0
1208.0,-17516.0,10348.0,-13791.0,6577.0,-4440.0
1376.0,-21388.0,7780.0,95.0,3595.0,-5648.0
1560.0,-20940.0,10528.0,16700.0,-1055.0,-1271.0
1496.0,-12416.0,11772.0,26156.0,-4513.0,5259.0
2488.0,-1168.0,13888.0,12833.0,-2017.0,7540.0
2256.0,1316.0,12872.0,-6749.0,4218.0,6143.0
800.0,-13116.0,11628.0,-16818.0,8407.0,-928.0
908.0,-18636.0,9108.0,-10000.0,6497.0,-7698.0
1040.0,-22520.0,9764.0,4934.0,2107.0,-4793.0
992.0,-16592.0,12496.0,18723.0,-3071.0,880.0
1116.0,-7512.0,12916.0,17916.0,-3376.0,5422.0
2424.0,-2116.0,12776.0,5627.0,321.0,5224.0
1516.0,-8076.0,12172.0,-4317.0,4781.0,1641.0
1004.0,-14700.0,12496.0,-4569.0,5633.0,-3321.0
1136.0,-14504.0,11876.0,505.0,3752.0,-3204.0
964.0,-13060.0,12588.0,4975.0,2248.0,381.0
832.0,-9000.0,14160.0,2786.0,1327.0,1744.0
748.0,-6400.0,13752.0,-4060.0,1711.0,398.0
840.0,-10348.0,12016.0,-10018.0,2808.0,-2426.0
900.0,-16172.0,10348.0,-4201.0,1750.0,-3699.0
1200.0,-19464.0,11124.0,8173.0,-584.0,-1881.0
1264.0,-11932.0,12288.0,14129.0,-2021.0,2438.0
1344.0,-4776.0,13360.0,7003.0,-436.0,5493.0
1388.0,-5464.0,11776.0,-3747.0,2977.0,4392.0
884.0,-14596.0,10636.0,-6893.0,4341.0,147.0
896.0,-17120.0,12044.0,-149.0,1515.0,-2806.0
964.0,-13532.0,12432.0,7074.0,-911.0,631.0
1524.0,-10508.0,12664.0,7705.0,-620.0,3658.0
1288.0,-7428.0,13392.0,1176.0,499.0,2126.0
1232.0,-8804.0,12168.0,-4827.0,1978.0,-158.0
1372.0,-14376.0,11032.0,-4857.0,2417.0,-2545.0
1208.0,-15444.0,11112.0,565.0,1339.0,-1895.0
1108.0,-13720.0,11444.0,6080.0,123.0,859.0
1232.0,-10752.0,12572.0,4765.0,111.0,2668.0
1092.0,-6844.0,12684.0,-1773.0,1510.0,1781.0
1260.0,-11388.0,10888.0,-5114.0,3322.0,-166.0
1456.0,-17012.0,9900.0,-1009.0,3049.0,-2445.0
1228.0,-16752.0,11292.0,8349.0,577.0,-359.0
1348.0,-12576.0,11928.0,14698.0,-934.0,3583.0
1580.0,-7172.0,13236.0,9344.0,219.0,4906.0
1240.0,-4328.0,13228.0,-1824.0,2715.0,3327.0
616.0,-11412.0,12180.0,-8313.0,4758.0,-621.0
528.0,-16112.0,10880.0,-5971.0,3800.0,-3986.0
428.0,-17704.0,11280.0,3248.0,894.0,-2435.0
1004.0,-14880.0,12308.0,12068.0,-1946.0,928.0
1496.0,-9084.0,13204.0,10505.0,-1678.0,3225.0
1492.0,-3216.0,13544.0,-479.0,1101.0,2512.0
1040.0,-8632.0,12032.0,-9005.0,4424.0,175.0
960.0,-15500.0,10808.0,-9377.0,4443.0,-3920.0
876.0,-17008.0,10704.0,-236.0,1478.0,-3188.0
